Date,3ll_refined,tom_exit1,tt_bear,ensemble,SPY
2011-11-18,3.3382974470317475,1.4759407711425483,2.0865735181733496,2.475780314557913,1.1536498953837984
2011-11-21,3.3052866529828244,1.4759407711425483,2.0855307527969504,2.4632919686957107,1.1317081806476248
2011-11-22,3.313376965072321,1.4759407711425483,2.0796777474438977,2.464924017281286,1.1272628777118454
2011-11-23,3.253718997957703,1.4752031695577696,2.0315665767291,2.430959068193113,1.1023891685407838
2011-11-25,3.2613492931073136,1.4640554345549104,2.032840207006401,2.4286032505346205,1.1003081246385231
2011-11-28,3.374016143623727,1.5204544462572263,2.0849923497777434,2.511080421023717,1.13218082736108
2011-11-29,3.3801556327520044,1.5108006682452717,2.0849923497777434,2.508581990755392,1.135396503048245
2011-11-30,3.3823711667740297,1.5780788697415422,2.0849923497777434,2.542917386354869,1.1821172111643814
2011-12-01,3.3823711667740297,1.5901536732500896,2.0849923497777434,2.5487545903820163,1.1819279660305917
2011-12-02,3.3823711667740297,1.5901536732500896,2.0849923497777434,2.5487545903820163,1.1808881432609901
2011-12-05,3.3823711667740297,1.5901536732500896,2.0849923497777434,2.5487545903820163,1.193750193440223
2011-12-06,3.3823711667740297,1.5901536732500896,2.0849923497777434,2.5487545903820163,1.1941288701562103
2011-12-07,3.382605545153293,1.5901536732500896,2.0849923497777434,2.5488428972147945,1.1985737069709703
2011-12-08,3.352435968450293,1.5901536732500896,2.0849923497777434,2.5374762879154042,1.1722815915385238
2011-12-09,3.4334727137120953,1.5901536732500896,2.0849923497777434,2.5681448557101114,1.1921428217176597
2011-12-12,3.4008574423290847,1.5901536732500896,2.0839503745904486,2.5556904985208377,1.1747404731389373
2011-12-13,3.35085181055923,1.5901536732500896,2.0685933117735713,2.533134595687334,1.1637696623829523
2011-12-14,3.2999113875991433,1.5901536732500896,2.0452155862208135,2.508154421029019,1.151380072468767
2011-12-15,3.3162028963798122,1.5901536732500896,2.067033498856051,2.519697030369315,1.1555414144796579
2011-12-16,3.3726703868717305,1.5901536732500896,2.0892090189821064,2.5465557779888415,1.1572546888977804
2011-12-19,3.367430555579841,1.5901536732500896,2.08816493651385,2.5443230660519216,1.144881319995063
2011-12-20,3.4005855314345914,1.5901536732500896,2.1635577110476008,2.5752209412961733,1.1795258579703152
2011-12-21,3.3895653881982644,1.5901536732500896,2.162724545597837,2.5708498942869698,1.1818098509643298
2011-12-22,3.3895653881982644,1.5901536732500896,2.1714936509044063,2.572934676974277,1.1922797680730968
2011-12-23,3.3895653881982644,1.5893589937532129,2.1728729100177127,2.572875777813755,1.2029394896608765
2011-12-27,3.3895653881982644,1.5858775892537145,2.1728729100177127,2.571185054444509,1.2038912155578518
2011-12-28,3.3895653881982644,1.565094297118732,2.1728729100177127,2.5610762622246566,1.18809204361252
2011-12-29,3.3895653881982644,1.5855546466271817,2.1728729100177127,2.5711204842640654,1.2003695780336927
2011-12-30,3.3895653881982644,1.5841423666075047,2.1728729100177127,2.5704334422698016,1.1944687656034012
2012-01-03,3.384459878817372,1.6350767544214413,2.1728729100177127,2.593291473740245,1.2135039361123343
2012-01-04,3.376317579172113,1.6350767544214413,2.1728729100177127,2.5901720164261186,1.215407481130489
2012-01-05,3.385616029207807,1.6350767544214413,2.1728729100177127,2.5937387106889993,1.2186434796940904
2012-01-06,3.378602708437267,1.6350767544214413,2.1728729100177127,2.591052239243907,1.21550322238783
2012-01-09,3.384440167051709,1.6350767544214413,2.1728729100177127,2.59329061432374,1.2184533955424661
2012-01-10,3.4014644049169194,1.6350767544214413,2.1728729100177127,2.5998129332439657,1.2290176555455163
2012-01-11,3.3952746859893335,1.6350767544214413,2.1728729100177127,2.5974474651094437,1.2296841153787494
2012-01-12,3.3999126829865394,1.6350767544214413,2.1728729100177127,2.599221541532964,1.2326344749817932
