Date,equity
2005-06-01,100000.0
2005-06-02,100000.0
2005-06-03,100000.0
2005-06-06,99950.02498750624
2005-06-07,99574.2193028122
2005-06-08,99331.24938107905
2005-06-09,99740.66712645398
2005-06-10,100528.6270798654
2005-06-13,100478.38788592244
2005-06-14,100228.77951350283
2005-06-15,100040.46357464053
2005-06-16,100368.10075615862
2005-06-17,100112.58476865281
2005-06-20,100062.55349190687
2005-06-21,99518.65494341627
2005-06-22,98998.35142331134
2005-06-23,97798.49252904484
2005-06-24,97356.67699431555
2005-06-27,97308.02298282417
2005-06-28,99130.5924765064
2005-06-29,99349.2826452638
2005-06-30,99323.18021419742
2005-07-01,99323.5268355966
2005-07-05,99323.5268355966
2005-07-06,99323.5268355966
2005-07-07,99323.5268355966
2005-07-08,99323.5268355966
2005-07-11,99273.8898906513
2005-07-12,99156.27652631783
2005-07-13,99055.43213021132
2005-07-14,99320.75481208632
2005-07-15,99807.83456353046
2005-07-18,99757.95558573758
2005-07-19,100538.30475946651
2005-07-20,100789.27075587655
2005-07-21,100310.20670669703
2005-07-22,100527.73073553423
2005-07-25,100477.49198953944
2005-07-26,100655.66065806284
2005-07-27,100861.18279760063
2005-07-28,101314.7546143863
2005-07-29,101358.99577703117
2005-08-01,101308.34160622804
2005-08-02,101391.2664948409
2005-08-03,101590.11298516272
2005-08-04,101097.11767119534
2005-08-05,100745.04197727758
2005-08-08,100694.69462996261
2005-08-09,101565.64046295924
2005-08-10,101707.12162652159
2005-08-11,102274.99523118271
2005-08-12,102023.5703530015
2005-08-15,101972.58406097098
2005-08-16,100660.28823290151
2005-08-17,100248.90668997771
2005-08-18,98982.16782173903
2005-08-19,99444.95697406337
2005-08-22,99395.25934439119
2005-08-23,98810.17299600923
2005-08-24,98327.76482782594
2005-08-25,97966.06925769089
2005-08-26,97645.78455341105
2005-08-29,97596.98606038086
2005-08-30,96796.13411703844
2005-08-31,97855.58147592185
2005-09-01,97826.70149015532
2005-09-02,97581.6157982191
2005-09-06,97581.6157982191
2005-09-07,97581.6157982191
2005-09-08,97581.6157982191
2005-09-09,97581.6157982191
2005-09-12,97532.84937353234
2005-09-13,96422.77213047155
2005-09-14,96095.17777211269
2005-09-15,96460.67107260232
2005-09-16,97111.21037277622
2005-09-19,97062.67903325958
2005-09-20,95895.69963114905
2005-09-21,94099.19973958202
2005-09-22,94674.64796095737
2005-09-23,95106.4594888587
2005-09-26,95058.9300238468
2005-09-27,95103.69717020099
2005-09-28,94512.29762505408
2005-09-29,94723.9676417568
2005-09-30,95198.83610815355
